Longitude,Latitude,Incidence_Angle,Elevation_Angle
-74.84149678571576,45.02232091392849,0.7832728124374148,33.89369038531588
-74.77314066926942,45.00673957179289,0.9725458358831487,34.15192326762453
-74.93302648932954,44.925656914519465,0.44084612188121697,33.42573207256601
-74.96410745841814,45.0273687190327,0.42365811056017233,33.402084359999904
-74.85955127172339,44.940460547258176,0.6712963686807955,33.74103200612335
-74.96525010042178,44.93086715676369,0.34846854886061124,33.299327752148685
-74.88999896817236,44.97924434348151,0.6090864762465098,33.65586293004736
-74.78671232172206,45.01986168219862,0.9420784458083591,34.11034209518637
-74.86817685109651,44.93381853529648,0.6406513120805347,33.69910942731829
-75.01240636177339,45.00461760297337,0.2625613645901684,33.181688754565926
-74.86586377096036,45.00633855621467,0.7003907397717529,33.780640195925834
-74.99483447235228,44.96605989422584,0.2863188984990891,33.214244984915055
-74.89087586384497,45.02359083920452,0.6390691445061069,33.69683253741668
-74.91567934277899,44.96860934214692,0.524675998079625,33.54037903323733
-74.8065439720903,44.98592484727104,0.8595125018914945,33.99774680662457
-74.78306579696077,45.02586879288816,0.9570932779862205,34.130818051931044
-74.90454250327443,44.99594307002269,0.578028950224761,33.613346628516474
-74.84995253123914,44.98423927183473,0.7310211209478417,33.82245653405062
-74.86747911839467,44.98206658401402,0.6781371601864201,33.750312862690336
-74.77466233915823,44.9510137420471,0.9281579279281447,34.091439285813735
-74.85811628870809,45.01655733068048,0.730452078603175,33.8216376959651
-74.88041420747739,45.0230511420862,0.6698421493555223,33.7389394199048
-74.85044334018566,44.94529333395048,0.7014655975339089,33.78218689008738
-74.84839308410218,44.94739916563851,0.7089888356076606,33.792447637848376
-74.99804468471548,44.97862789602369,0.2860951883990213,33.21392276555537
-75.02289801667766,45.02553493192968,0.24680823154615308,33.1601073512321
-74.91090718666226,45.00070153786598,0.5625634141410661,33.592179459760544
-74.8585698307897,45.01835277839413,0.7304204651395775,33.82159220496035
-75.00033769354633,44.98760504016501,0.2859353954704046,33.21369260886987
-75.00440892372423,44.98338636552563,0.27062968262651604,33.192755644255435
-74.99987909178016,44.98580961133675,0.2859673540561235,33.21373864020697
-74.93706506863609,44.99186189479407,0.47811968783349257,33.47664751265203
-74.96791287442983,44.99168585055352,0.38583799057006124,33.35038128624601
-75.0205814730005,44.92575659878063,0.17937066010624053,33.067962420636576
-75.00793271554696,45.02741838287823,0.2929171215921454,33.22319443309801
-75.05298469417015,44.92163276421221,0.07786063895022644,32.92869797983096
-75.06241589355896,44.96863134881062,0.08484628696320226,32.93822680686066
-74.96047912176527,45.01300513732348,0.4239110182689259,33.40244828803792
-74.93045477890732,45.01677238910951,0.5161351924263929,33.52863246248799
-74.81988831982576,45.008334572326326,0.8364412943711741,33.96624347571893
-75.0007962953125,44.98940046899327,0.28590343688467684,33.21364657753277
-75.01845702132258,44.97791205692056,0.22458470975197042,33.12976062506372
-74.86722439720518,45.01172489935563,0.7002958993809737,33.78050372291158
-75.06983350678911,44.94729445638198,0.046114975197192376,32.88510494259737
-74.8967870051512,45.02655385933416,0.6236352218860051,33.6757108596655
-74.94978314723423,45.02175661642227,0.46221130364682483,33.45484306337311
-74.99176928229572,44.923823305701504,0.26399950094773644,33.183760164735375
-74.89203236041695,44.99751275826687,0.6164556894570367,33.66592336787068
-74.9616048211387,45.007304915145326,0.4163215819149316,33.39207109012649
-75.0588867907657,44.924588751741645,0.062163579295192214,32.907154633568204
-74.77838622059244,44.99683117962343,0.9500392206777432,34.12123180604141
-75.06865713919136,44.93261359069233,0.03855407264119198,32.87474755149989
-74.95177297602487,44.97889196238452,0.4245177342941771,33.40332210516439
-75.0364313267922,44.99788766040261,0.18577713168495677,33.07663568079693
-75.04147594622007,45.0176373775135,0.1854255872419956,33.07612933608885
-74.81563090816434,44.98109243497336,0.829357773044604,33.956615104864134
-74.81192563174463,45.00747027451515,0.8591373084180182,33.9972074418113
-75.03370316138427,44.91667309434399,0.13270447198567842,33.003961597739284
-74.79221148469323,45.00066565173819,0.9121738459437861,34.06956996996812
-74.87819177980523,44.95294050307439,0.6249313738933128,33.6775759908603
-75.01337975102336,45.02858599472365,0.2775155329910913,33.202119374472275
-74.98639139739815,45.03383445641028,0.36201726047056226,33.317734122009426
-74.93655028115226,44.96968893187206,0.4631335608468463,33.45617086140858
-75.03330428598275,44.93526225275372,0.14801802861202368,33.024952567956845
-74.78599163342159,44.95515859110113,0.8978468684673002,34.05008284871444
-74.83561937208732,44.97860940085205,0.7689218324889462,33.8741696918984
-74.97138048053492,45.01534033381237,0.39310734396331215,33.360297392508045
-74.87611810342804,44.93467223865047,0.6175649084718086,33.667519855048226
-74.8037170339318,44.94369831423541,0.8375686768963145,33.96786439226135
-74.97594296335032,44.94249343308727,0.32519039373754943,33.26746199185604
-74.92519760843331,44.96555827935296,0.4939686966346823,33.49836700999715
-74.99039347699721,44.91843701921671,0.26409537670490646,33.18389825874667
-74.90727885000939,44.98633795615676,0.5628163218498063,33.59254338779856
-74.82138368278362,44.95260876622196,0.7920551885208726,33.90576231601075
-74.83469365449164,44.99538919822369,0.7837470143912978,33.89437275038715
-74.92726489009075,45.02458205526179,0.5313794342649406,33.54948119421067
-74.84250199640701,44.94442901695768,0.7241601494311796,33.81314856644812
-74.79034024146888,44.94165929439098,0.8754027855074806,34.01948128126686
-74.83425874584249,44.973223057711095,0.7690166728797255,33.87430616491265
-74.8813363858859,45.006264237365656,0.654755974834949,33.71831814320588
-75.00908377797491,44.95129453298802,0.23274890354549257,33.14096560876452
-75.02691306113792,45.00093872319656,0.21648443312989496,33.11864770403711
-74.77275094928997,44.98457339067028,0.9578123988103956,34.13185183448981
-74.98852641906119,44.98167895881764,0.3168024898439639,33.25593478879554
-74.91307275448861,44.92816818245085,0.5023246419425489,33.50984818172055
-75.02476507461368,44.96229299232876,0.19410111840710007,33.08807082118323
-74.79891995424666,44.95540215867521,0.8600440259789248,33.9985109067767
-75.00877019851536,44.91983051743328,0.2102377544798043,33.11020460056225
-74.98388936882665,45.03414839405912,0.36970260831702006,33.32824946988026
-74.8577000134914,44.97402049736891,0.7009597821164196,33.781459034011355
-75.04548709596861,44.99303341032171,0.15481192511065947,33.034205206963954
-74.84949898915752,44.98244382412107,0.7310527344114348,33.82250202505537
