Longitude,Latitude,Incidence_Angle,Elevation_Angle
-74.80714361361693,44.913702671262335,0.8088030937515748,33.928717033437266
-74.78130140350395,44.91321643687255,0.8844293986281764,34.03189159782209
-74.78534695646039,44.92937435059277,0.8840855771074212,34.03139781141728
-74.89645924011718,44.921045682934135,0.5495071752002805,33.57447231573227
-74.79127482437576,44.91197467517578,0.8542097499076992,33.99066615554309
-74.8819239256243,44.90434843330206,0.5806364327791269,33.61709167618088
-74.77900717608523,44.924609264383136,0.8993103759388353,34.0521757077286
-74.90643600058453,44.91978979662079,0.5187650540266704,33.53240967613059
-74.88490698593758,44.92620614183173,0.5878568405934393,33.62693838900258
-74.9154940646473,44.91494330930152,0.4881009189269174,33.490459262760695
-74.9114243808182,44.91916185346413,0.5033939934398631,33.51137835632975
-74.92251728679554,44.91220609406355,0.46508332108363726,33.45896839617534
-74.99714554119522,44.91207742080675,0.2420079773902959,33.153733693483666
-74.91457536824274,44.91135270829558,0.48817890500077893,33.49057148899249
-74.9247495778155,44.90080634788906,0.44994621871841456,33.43827375506986
-74.8309467974787,44.91629466539218,0.7406931095173838,33.835793350278536
-74.8252731394937,44.90403787060533,0.7485181624614509,33.8464880662539
-74.81371502133737,44.90918071135803,0.7862155402866321,33.89790891041533
-74.96334302506949,44.910773149816166,0.34203685031533093,33.29060561153682
-74.78674244290659,44.914390875340025,0.8692809827302268,34.01122339733893
-74.97443593104683,44.9038173904156,0.3037261779591006,33.2381956513824
-74.84318095498611,44.90366010695183,0.6955951856629115,33.77428806292198
-74.77131949950011,44.91445820636254,0.9146497318032721,34.07311812037166
-74.95225011909216,44.91772890921675,0.3803475226715524,33.34301557169123
-74.79987331021941,44.92571636985175,0.8387930373899313,33.96961251025575
-74.7991745630834,44.93320810840039,0.8461954155784243,33.979699845136565
-74.85112625780471,44.92489349831799,0.6875771750303119,33.763315950228325
-74.83888119209928,44.91715866343545,0.717989781439326,33.80481878922563
-74.8332184423123,44.925271261971496,0.7405001518288558,33.83551595356025
-74.9742384819414,44.91310786450877,0.31121674306785047,33.248430745703345
-74.82709045536058,44.91121914786878,0.7483637963106204,33.846266148879266
-74.84545259981971,44.91263670353115,0.6954022279743789,33.774010666203694
-74.78988954188897,44.92695814105444,0.8690135209867055,34.01083927021493
-74.8656112852866,44.90084624677574,0.6268641502938452,33.68035011805811
-74.77990577355854,44.92819991225713,0.8992340045834885,34.05206603017411
-74.91096503261593,44.91736655296116,0.5034329864767917,33.511434469445646
-74.84862199438875,44.904834545419305,0.6804467697649663,33.753619862438825
-74.85271095508922,44.92099241926208,0.6800994459256122,33.7531205483459
-74.81961038970671,44.912150469141366,0.7710285328509805,33.87718523058852
-74.81235203443721,44.90379475341044,0.7863313148997472,33.89807534844631
-74.79988525834743,44.90534695553141,0.8241058758003414,33.94960715129507
-74.8765057191825,44.92355745556079,0.6109914175475095,33.65859759493564
-74.85656729720733,44.92606793678547,0.6724287591323712,33.742647749745174
-74.91070313351905,44.906280778365,0.4959814144049704,33.501255488240595
-74.9821804004942,44.91396125027676,0.28812115915071324,33.21682765288619
-74.77965632515917,44.937486974742754,0.9065981970943057,34.06209852627769
-74.82029014561691,44.92502815138336,0.7783138845186985,33.88710415156014
-74.85564484966159,44.90210209438992,0.6576054455615733,33.7224114539556
-74.85815085938924,44.92216456876797,0.6648662624637415,33.73231651514973
-74.79308423110758,44.91915595970513,0.8540560218990212,33.99044524534431
-74.95336626460215,44.912029036129496,0.37277897148893663,33.3326682511385
-74.83072321268402,44.92558170411766,0.7480552152442488,33.84582255282371
-74.79398988997808,44.90237719774807,0.839292883235993,33.97033083112188
-74.77495170616787,44.90845135977335,0.8996549976015301,34.05267075699257
-74.89483629912232,44.9045739431002,0.5421712221567615,33.564459526965344
-74.9873662298333,44.9040428330269,0.2652595334551561,33.18556123876441
-74.84568521840208,44.92371905985052,0.7027255909282659,33.78398415071149
-74.92658697062464,44.90798754990095,0.4497902465706915,33.43804930260628
-74.89823656596201,44.90785061982837,0.5344087152644176,33.55383323430365
-74.85633354352237,44.91498329150451,0.6650206286145587,33.732538432524365
-74.93702307929428,44.90852696409058,0.4190091323601485,33.3959305498887
-74.91706955835957,44.91103873671725,0.4804933747073775,33.480055829092066
-74.79285952166028,44.90807359611986,0.8467320208029951,33.980470753660654
-74.86539132121396,44.91013680525861,0.634356516422248,33.69058805531419
-74.7776096818132,44.93959274148042,0.9141151323158256,34.072350377490245
-74.79078813936228,44.93054878892842,0.8689371496313585,34.01072959266044
-74.87513779276632,44.91817151612728,0.6111075872829184,33.658764656672766
-74.79807611527279,44.91853507410378,0.8389457801006297,33.969831865364725
-74.91345922273277,44.917052581382826,0.4957474561833903,33.500918809545226
-74.78330031311445,44.93148011733044,0.8916025123289457,34.04164966262983
-74.84999200220888,44.93058990026091,0.695016626239189,33.77345636778616
-74.9091276398068,44.91018535094927,0.5035889586245147,33.51165892190923
-74.80374160046554,44.91042247305481,0.8164351890071093,33.93913435269433
-74.84908723155347,44.92699925805805,0.6950934956727314,33.773566831454424
